,season_year,gamekey,playid,gsisid,time,x,y,dis,o,dir,event,number,position,role,generalized_role,punting_returning_team,gsisid_injured,player_activity_derived,turnover_related,primary_impact_type,primary_partner_gsisid,primary_partner_activity_derived,friendly_fire,ball_snap,line_set,penalty_flag,play_submit,punt,punt_play,punt_received,tackle,mph,injured_player,primary_partner_player,left_to_right
2303,2016,5,3129,32790.0,2016-08-12 02:07:45.400,45.4900016784668,26.70000076293945,0.36000001430511475,101.5199966430664,214.97999572753903,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,7.36363667260462,False,False,False
2304,2016,5,3129,32790.0,2016-08-12 02:07:45.500,45.31999969482422,26.46999931335449,0.2800000011920929,91.83999633789062,211.27999877929688,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,5.727272764383718,False,False,False
2305,2016,5,3129,32790.0,2016-08-12 02:07:45.600,45.22999954223633,26.26000022888184,0.239999994635582,80.9000015258789,207.8600006103516,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,4.909090810273267,False,False,False
2306,2016,5,3129,32790.0,2016-08-12 02:07:41.900,69.69999694824217,28.1299991607666,0.7300000190734862,175.1699981689453,288.9200134277344,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,14.93181860513949,False,False,False
2307,2016,5,3129,32790.0,2016-08-12 02:07:42.000,69.01000213623047,28.3799991607666,0.7300000190734862,175.8000030517578,288.5199890136719,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,14.93181860513949,False,False,False
2308,2016,5,3129,32790.0,2016-08-12 02:07:42.100,68.30000305175781,28.61000061035156,0.75,176.3800048828125,287.8800048828125,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,15.340909125,False,False,False
2309,2016,5,3129,32790.0,2016-08-12 02:07:42.200,67.55999755859375,28.82999992370605,0.7699999809265136,177.6199951171875,287.0299987792969,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,15.749999644860502,False,False,False
2310,2016,5,3129,32790.0,2016-08-12 02:07:42.300,66.81999969482422,29.059999465942386,0.7699999809265136,178.74000549316406,286.17999267578125,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,15.749999644860502,False,False,False
2311,2016,5,3129,32790.0,2016-08-12 02:07:42.400,66.08000183105469,29.28000068664551,0.7799999713897706,177.57000732421875,285.25,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,15.95454490479076,False,False,False
2313,2016,5,3129,32790.0,2016-08-12 02:07:44.200,52.13999938964844,30.40999984741211,0.7200000286102295,155.7100067138672,253.66000366210938,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,14.72727334520924,False,False,False
2314,2016,5,3129,32790.0,2016-08-12 02:07:44.300,51.43999862670898,30.239999771118164,0.7200000286102295,153.38999938964844,250.9600067138672,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,14.72727334520924,False,False,False
2315,2016,5,3129,32790.0,2016-08-12 02:07:44.400,50.7400016784668,30.020000457763672,0.7300000190734862,150.6699981689453,248.82000732421875,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,14.93181860513949,False,False,False
2320,2016,5,3129,32790.0,2016-08-12 02:07:38.000,83.58000183105469,26.46999931335449,0.119999997317791,164.75999450683594,43.91999816894531,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,2.4545454051366336,False,False,False
2321,2016,5,3129,32790.0,2016-08-12 02:07:38.100,83.68000030517578,26.520000457763672,0.119999997317791,166.9499969482422,39.310001373291016,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,2.4545454051366336,False,False,False
2322,2016,5,3129,32790.0,2016-08-12 02:07:38.200,83.79000091552734,26.520000457763672,0.10999999940395357,169.5399932861328,34.740001678466804,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,2.249999992808141,False,False,False
2323,2016,5,3129,32790.0,2016-08-12 02:07:38.300,83.88999938964845,26.5,0.10999999940395357,172.6300048828125,28.8700008392334,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,2.249999992808141,False,False,False
2324,2016,5,3129,32790.0,2016-08-12 02:07:38.400,84.0,26.46999931335449,0.119999997317791,176.3300018310547,20.860000610351566,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,2.4545454051366336,False,False,False
2325,2016,5,3129,32790.0,2016-08-12 02:07:45.800,45.20000076293945,25.790000915527344,0.239999994635582,56.099998474121094,199.6300048828125,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,4.909090810273267,False,False,False
2326,2016,5,3129,32790.0,2016-08-12 02:07:45.900,45.290000915527344,25.53000068664551,0.2700000107288361,44.08000183105469,195.16000366210938,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,5.522727504453466,False,False,False
2327,2016,5,3129,32790.0,2016-08-12 02:07:47.900,44.72999954223633,15.149999618530273,0.6200000047683716,54.66999816894531,173.27999877929688,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,12.681818307534872,False,False,False
2328,2016,5,3129,32790.0,2016-08-12 02:07:48.000,44.84000015258789,14.520000457763672,0.6399999856948853,50.9099998474121,171.75,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,13.090908827395378,False,False,False
2329,2016,5,3129,32790.0,2016-08-12 02:07:48.100,44.97000122070313,13.890000343322756,0.6499999761581421,46.79999923706055,170.11000061035156,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,13.29545408732563,False,False,False
2330,2016,5,3129,32790.0,2016-08-12 02:07:48.200,45.1500015258789,13.260000228881836,0.6600000262260437,42.88999938964844,168.44000244140625,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,13.500000566441804,False,False,False
2334,2016,5,3129,32790.0,2016-08-12 02:07:39.500,83.18000030517578,26.709999084472656,0.2800000011920929,169.99000549316406,253.91000366210938,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,5.727272764383718,False,False,False
2335,2016,5,3129,32790.0,2016-08-12 02:07:47.000,45.04999923706055,20.459999084472656,0.550000011920929,56.849998474121094,184.47999572753903,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,11.250000268837184,False,False,False
2336,2016,5,3129,32790.0,2016-08-12 02:07:47.100,44.930000305175774,19.920000076293945,0.5600000023841858,62.20000076293945,183.9600067138672,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,11.454545528767436,False,False,False
2337,2016,5,3129,32790.0,2016-08-12 02:07:47.200,44.83000183105469,19.32999992370605,0.6000000238418579,66.43000030517578,183.07000732421875,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,12.272727787674366,False,False,False
2338,2016,5,3129,32790.0,2016-08-12 02:07:47.300,44.72999954223633,18.71999931335449,0.6200000047683716,69.01999664306639,181.7700042724609,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,12.681818307534872,False,False,False
2339,2016,5,3129,32790.0,2016-08-12 02:07:47.400,44.63999938964844,18.13999938964844,0.5899999737739563,69.80999755859375,180.3600006103516,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,12.068181308558195,False,False,False
2340,2016,5,3129,32790.0,2016-08-12 02:07:47.500,44.56999969482422,17.569999694824222,0.5799999833106994,69.09999847412111,179.10000610351562,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,11.86363604862794,False,False,False
2341,2016,5,3129,32790.0,2016-08-12 02:07:47.600,44.54999923706055,16.979999542236328,0.5899999737739563,66.58000183105469,177.7899932861328,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,12.068181308558195,False,False,False
2342,2016,5,3129,32790.0,2016-08-12 02:07:46.000,45.4000015258789,25.229999542236328,0.3199999928474426,34.009998321533196,191.72999572753903,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,6.545454413697689,False,False,False
2343,2016,5,3129,32790.0,2016-08-12 02:07:46.100,45.4900016784668,24.88999938964844,0.36000001430511475,26.489999771118164,188.8999938964844,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,7.36363667260462,False,False,False
2344,2016,5,3129,32790.0,2016-08-12 02:07:46.200,45.52999877929688,24.489999771118164,0.4000000059604645,21.340000152587887,186.67999267578125,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,8.181818321918591,False,False,False
2345,2016,5,3129,32790.0,2016-08-12 02:07:46.300,45.5099983215332,24.059999465942386,0.4300000071525574,18.799999237060547,185.1000061035156,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,8.795454711302309,False,False,False
2346,2016,5,3129,32790.0,2016-08-12 02:07:46.400,45.47000122070313,23.610000610351573,0.44999998807907104,19.459999084472656,184.41000366210938,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,9.204545231162815,False,False,False
2347,2016,5,3129,32790.0,2016-08-12 02:07:46.500,45.43000030517578,23.1299991607666,0.4900000095367432,22.690000534057607,184.17999267578125,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,10.022727490069748,False,False,False
2348,2016,5,3129,32790.0,2016-08-12 02:07:46.600,45.36999893188477,22.6200008392334,0.5099999904632568,27.959999084472656,184.08999633789062,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,10.431818009930252,False,False,False
2349,2016,5,3129,32790.0,2016-08-12 02:07:45.700,45.18000030517578,26.03000068664551,0.2300000041723252,68.70999908447266,204.6000061035156,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,4.704545550343015,False,False,False
2368,2016,5,3129,32790.0,2016-08-12 02:07:46.700,45.31000137329102,22.090000152587887,0.5299999713897705,34.889999389648445,184.22999572753903,,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,10.840908529790758,False,False,False
2371,2016,5,3129,32790.0,2016-08-12 02:07:37.000,83.4000015258789,25.790000915527344,0.009999999776482582,165.75,13.3100004196167,ball_snap,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,0.20454545042805278,False,False,False
2373,2016,5,3129,32790.0,2016-08-12 02:07:48.300,45.36000061035156,12.640000343322756,0.6499999761581421,39.27000045776367,166.97999572753906,tackle,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,13.29545408732563,False,False,False
2375,2016,5,3129,32790.0,2016-08-12 02:07:39.000,84.23999786376955,26.920000076293945,0.17000000178813934,185.72000122070312,245.5200042724609,punt,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,3.4772727715755773,False,False,False
2376,2016,5,3129,32790.0,2016-08-12 02:07:43.400,58.20000076293945,30.709999084472656,0.8000000119209291,170.55999755859375,272.91000366210943,punt_received,36,FS,PPL,Punter_Protector,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,16.363636643837186,False,False,False
2449,2016,5,3129,31079.0,2016-08-12 02:07:37.100,91.8000030517578,27.239999771118164,0.029999999329447743,173.94000244140625,279.6099853515625,,16,P,P,Punter,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,0.6136363512841583,False,False,False
2450,2016,5,3129,31079.0,2016-08-12 02:07:37.200,91.80999755859376,27.21999931335449,0.019999999552965164,174.9199981689453,278.3900146484375,,16,P,P,Punter,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,0.40909090085610555,False,False,False
2451,2016,5,3129,31079.0,2016-08-12 02:07:37.300,91.80999755859376,27.21999931335449,0.0,175.64999389648438,276.75,,16,P,P,Punter,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,0.0,False,False,False
2478,2016,5,3129,31079.0,2016-08-12 02:07:37.600,91.7300033569336,27.270000457763672,0.05000000074505806,176.0800018310547,272.9700012207032,,16,P,P,Punter,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,1.022727290239824,False,False,False
2479,2016,5,3129,31079.0,2016-08-12 02:07:37.700,91.66000366210936,27.290000915527344,0.07000000029802321,177.17999267578125,272.52999877929693,,16,P,P,Punter,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,1.4318181910959291,False,False,False
2480,2016,5,3129,31079.0,2016-08-12 02:07:37.800,91.58999633789062,27.309999465942386,0.07999999821186066,177.82000732421875,271.89999389648443,,16,P,P,Punter,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,1.6363636034244222,False,False,False
2486,2016,5,3129,31079.0,2016-08-12 02:07:38.500,90.4800033569336,27.35000038146973,0.25999999046325684,175.14999389648438,275.29000854492193,,16,P,P,Punter,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,5.318181634930252,False,False,False
2491,2016,5,3129,31079.0,2016-08-12 02:07:39.600,88.1500015258789,27.84000015258789,0.17000000178813934,134.69000244140622,312.739990234375,,16,P,P,Punter,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,3.4772727715755773,False,False,False
2492,2016,5,3129,31079.0,2016-08-12 02:07:39.700,88.05999755859375,28.0,0.18000000715255735,131.33999633789062,317.0299987792969,,16,P,P,Punter,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,3.6818183363023094,False,False,False
